업소명,민박업소형태,주소,지방행정데이터인허가번호,지방행정데이터인허가일자,영업상태
OEDORIUM,외국인관광도시민박업,"서울특별시 광진구 동일로26길 22-3, 지하층 B02호 (화양동)",CDFI2262212026000004,2026-01-21,영업/정상(영업중)
사랑의 하우스,외국인관광도시민박업,"서울특별시 서대문구 충정로 50, 1105호 (충정로3가)",CDFI2262212026000006,2026-01-20,영업/정상(영업중)
햅투하우스,외국인관광도시민박업,"서울특별시 서대문구 신촌로1안길 11, 102호 (창천동)",CDFI2262212025000014,2025-01-21,영업/정상(영업중)
코엑스 케이 레지던스,외국인관광도시민박업,"서울특별시 강남구 봉은사로82길 25-1, 102호 (삼성동)",CDFI2262212026000028,2026-01-21,영업/정상(영업중)
규스테이,외국인관광도시민박업,"서울특별시 강남구 영동대로 602, 1804호 (삼성동, 삼성동 미켈란 107)",CDFI2262212026000029,2026-01-21,영업/정상(영업중)
신촌집 게스트하우스,외국인관광도시민박업,"서울특별시 서대문구 신촌로3나길 10, 401호 (창천동)",CDFI2262212026000004,2026-01-19,영업/정상(영업중)
연스테이,외국인관광도시민박업,"서울특별시 관악구 은천로37길 39, 지하1층 (봉천동)",CDFI2262212026000019,2026-01-21,영업/정상(영업중)
온에어하우스,외국인관광도시민박업,"서울특별시 강서구 공항대로51길 17-28, 1층 (등촌동)",CDFI2262212026000008,2026-01-21,영업/정상(영업중)
노바 스테이 서울,외국인관광도시민박업,"서울특별시 관악구 남부순환로206길 22, 102호 (봉천동)",CDFI2262212024000161,2024-12-12,영업/정상(영업중)
청림 스테이,외국인관광도시민박업,"서울특별시 관악구 신림로 271, 진흥빌딩 5층 (신림동)",CDFI2262212026000022,2026-01-21,영업/정상(영업중)
"우리집, 신림",외국인관광도시민박업,"서울특별시 관악구 관천로26길 35, 102호 (신림동)",CDFI2262212026000018,2026-01-19,영업/정상(영업중)
아트스테이 93-3,외국인관광도시민박업,서울특별시 서대문구 연세로2길 93-3 (대현동),CDFI2262212026000005,2026-01-19,영업/정상(영업중)
더 에이,외국인관광도시민박업,"서울특별시 서대문구 홍연2길 16, 402호 (연희동, 더클래식 하우스)",CDFI2262212026000007,2026-01-21,영업/정상(영업중)
SBONG STAY,외국인관광도시민박업,"서울특별시 관악구 남부순환로191가길 18, 301호 (봉천동)",CDFI2262212026000020,2026-01-21,영업/정상(영업중)
라티에르 스테이,외국인관광도시민박업,"서울특별시 마포구 독막로3길 20, 2층 (서교동)",CDFI2262212026000030,2026-01-21,영업/정상(영업중)
하나현스테이,외국인관광도시민박업,"서울특별시 강서구 공항대로8길 30-2, 101호 (공항동)",CDFI2262212026000007,2026-01-20,영업/정상(영업중)
영가집,외국인관광도시민박업,"서울특별시 마포구 양화로7길 44-10, 102호 (서교동, 3차신도빌라)",CDFI2262212026000029,2026-01-21,영업/정상(영업중)
슬로우 논현,외국인관광도시민박업,"서울특별시 강남구 봉은사로11길 28, 101호 (논현동)",CDFI2262212026000027,2026-01-20,영업/정상(영업중)
헤이븐 스테이,외국인관광도시민박업,"서울특별시 마포구 새창로 32, 도화빌딩 501호 (도화동)",CDFI2262212026000031,2026-01-21,영업/정상(영업중)
Iso House,외국인관광도시민박업,"서울특별시 종로구 삼일대로 446-34, 미르빌딩 5층 (낙원동)",CDFI2262212026000010,2026-01-21,영업/정상(영업중)
제제하우스(zeze house),외국인관광도시민박업,"서울특별시 관악구 관천로20길 15-3 (지층, 좌측) (신림동)",CDFI2262212026000021,2026-01-21,영업/정상(영업중)
혜화네스트스테이,외국인관광도시민박업,"서울특별시 종로구 성균관로1길 12, 301호 (명륜3가)",CDFI2262212026000011,2026-01-21,영업/정상(영업중)
티토스테이,외국인관광도시민박업,"서울특별시 강남구 영동대로85길 17-10, 나동 202호 (대치동, 비취타운)",CDFI2262212026000026,2026-01-20,영업/정상(영업중)
라온스테이,외국인관광도시민박업,"서울특별시 금천구 독산로44길 29, 302호 (시흥동, 인경스마트빌딩)",CDFI2262212026000001,2026-01-18,영업/정상(영업중)
진's moment,외국인관광도시민박업,"서울특별시 관악구 인헌1길 17, A동 B01호 (봉천동, 동궁빌리지)",CDFI2262212026000016,2026-01-19,영업/정상(영업중)
이안서울,외국인관광도시민박업,"서울특별시 강서구 강서로45가길 54-6, 102호 (화곡동)",CDFI2262212026000009,2026-01-21,영업/정상(영업중)
서우연(Seo Woo Yeon),외국인관광도시민박업,"서울특별시 서대문구 성산로 309-55, 401호 (연희동, 서우연)",CDFI2262212026000001,2026-01-17,영업/정상(영업중)
서울 워너비 스테이,외국인관광도시민박업,"서울특별시 관악구 신림로48길 17-12, 302호 (신림동)",CDFI2262212025000021,2025-02-07,영업/정상(영업중)
드래곤 블리스,외국인관광도시민박업,"서울특별시 마포구 신촌로12길 32, 2층 (동교동)",CDFI2262212025000057,2025-01-24,영업/정상(영업중)
나나하우스,외국인관광도시민박업,서울특별시 서대문구 연세로4길 29 (창천동),CDFI2262212026000002,2026-01-17,영업/정상(영업중)
마이스위레트로홈,외국인관광도시민박업,"서울특별시 마포구 신촌로2안길 47, 101호 (동교동)",CDFI2262212026000021,2026-01-15,영업/정상(영업중)
루미스테이,외국인관광도시민박업,"서울특별시 마포구 월드컵로7안길 5, 지층 102호 (합정동)",CDFI2262212024000311,2024-10-10,영업/정상(영업중)
숨스테이,외국인관광도시민박업,"서울특별시 마포구 와우산로26길 58, 302호 (창전동, 살롬하우스)",CDFI2262212026000023,2026-01-15,영업/정상(영업중)
썬라이즈하우스,외국인관광도시민박업,"서울특별시 종로구 지봉로4길 11, 4층 (숭인동)",CDFI2262212024000050,2024-09-11,영업/정상(영업중)
누비스테이 홍대,외국인관광도시민박업,"서울특별시 마포구 와우산로33길 43, 304호 (서교동)",CDFI2262212026000024,2026-01-16,영업/정상(영업중)
꿀잠신촌,외국인관광도시민박업,"서울특별시 마포구 고산5길 6-8, 1층 (노고산동)",CDFI2262212023000192,2023-12-08,영업/정상(영업중)
스테이샤인(STAY SHINE),외국인관광도시민박업,"서울특별시 송파구 백제고분로44길 21-1, 대중빌라 103호 (송파동)",CDFI2262212026000006,2026-01-16,영업/정상(영업중)
리스테이,외국인관광도시민박업,"서울특별시 마포구 효창목길 5, 2층 (공덕동)",CDFI2262212026000022,2026-01-15,영업/정상(영업중)
헬로 홍대,외국인관광도시민박업,"서울특별시 마포구 월드컵북로12길 95-14, 지층 B01호 (성산동)",CDFI2262212026000026,2026-01-16,영업/정상(영업중)
아복화도,외국인관광도시민박업,서울특별시 종로구 삼청로9길 26 (삼청동),CDFI2262212026000006,2026-01-16,영업/정상(영업중)
도지스테이3(DOJISTAY3),외국인관광도시민박업,"서울특별시 동대문구 고산자로 496-3, 동동 201호 (제기동)",CDFI2262212026000001,2026-01-16,영업/정상(영업중)
비치움 더 프레쉬,외국인관광도시민박업,"서울특별시 강동구 강동대로55길 92, 101호 (성내동)",CDFI2262212023000013,2023-12-19,영업/정상(영업중)
블랑스테이,외국인관광도시민박업,"서울특별시 마포구 토정로2길 11, 1층 201호 (합정동)",CDFI2262212026000027,2026-01-16,영업/정상(영업중)
머무리움,외국인관광도시민박업,"서울특별시 강남구 도산대로16길 13-3, 101호 (논현동)",CDFI2262212026000022,2026-01-16,영업/정상(영업중)
CHILLAX HOUSE,외국인관광도시민박업,"서울특별시 광진구 동일로10나길 22, 202호 (자양동)",CDFI2262212024000045,2024-10-29,영업/정상(영업중)
하이드 아웃,외국인관광도시민박업,"서울특별시 중구 퇴계로20나길 15-22, 102호 (예장동)",CDFI2262212024000009,2024-03-05,영업/정상(영업중)
더코지하우스 2호,외국인관광도시민박업,"서울특별시 강동구 올림픽로62길 9-14, 602호 (성내동)",CDFI2262212024000056,2024-12-12,영업/정상(영업중)
화이트스테이(White stay),외국인관광도시민박업,"서울특별시 강북구 오패산로35길 46, B층 2호 (미아동)",CDFI2262212026000003,2026-01-26,영업/정상(영업중)
리본 스테이,외국인관광도시민박업,"서울특별시 마포구 와우산로 8-9, 201호 (상수동)",CDFI2262212026000025,2026-01-16,영업/정상(영업중)
Comfy Stay,외국인관광도시민박업,"서울특별시 용산구 이태원로16길 21-14, 3층 (이태원동)",CDFI2262212026000010,2026-01-20,영업/정상(영업중)
스테이(STAY),외국인관광도시민박업,"서울특별시 관악구 봉천로 310, 301호 (봉천동)",CDFI2262212026000014,2026-01-16,영업/정상(영업중)
Your House Modern&Bright,외국인관광도시민박업,"서울특별시 용산구 녹사평대로40다길 8-6, 301호 (이태원동, 서영빌2차)",CDFI2262212026000008,2026-01-15,영업/정상(영업중)
지안하우스,외국인관광도시민박업,"서울특별시 용산구 후암로35길 42-1, 1층 (후암동)",CDFI2262212026000007,2026-01-14,영업/정상(영업중)
위드유게스트하우스,외국인관광도시민박업,"서울특별시 중구 퇴계로20가길 8-1, 1층 (남산동2가)",CDFI2262212023000001,2023-01-10,영업/정상(영업중)
스테이 노브(Stay NOV),외국인관광도시민박업,"서울특별시 송파구 백제고분로46길 4-17, B03호 (송파동)",CDFI2262212026000002,2026-01-05,영업/정상(영업중)
남산 슬로우 스테이,외국인관광도시민박업,"서울특별시 용산구 두텁바위로75길 10, 지층 01호 (후암동, 타워빌)",CDFI2262212026000001,2026-01-07,영업/정상(영업중)
둥지,외국인관광도시민박업,"서울특별시 성동구 무학봉23길 6, 201호 (하왕십리동)",CDFI2262212025000056,2025-12-30,영업/정상(영업중)
영플라이,외국인관광도시민박업,"서울특별시 관악구 신림로70길 29-5, B02호 (신림동)",CDFI2262212026000015,2026-01-16,영업/정상(영업중)
AROME SONGPA,외국인관광도시민박업,"서울특별시 송파구 백제고분로31길 16-12, 203호 (삼전동)",CDFI2262212026000008,2026-01-21,영업/정상(영업중)
올라,외국인관광도시민박업,"서울특별시 용산구 원효로 189-15, 2층 (원효로2가)",CDFI2262212026000009,2026-01-19,영업/정상(영업중)
지니스테이,외국인관광도시민박업,"서울특별시 송파구 삼학사로10길 25, 대복주택 지층 B02호 (석촌동)",CDFI2262212026000007,2026-01-16,영업/정상(영업중)
온스테이 잠원,외국인관광도시민박업,"서울특별시 서초구 강남대로97길 49-27, B01호 (잠원동)",CDFI2262212026000001,2026-01-19,영업/정상(영업중)
Stay Yunsul(스테이 윤슬),외국인관광도시민박업,"서울특별시 관악구 신림로58가길 7-23, b1호 (신림동)",CDFI2262212026000017,2026-01-19,영업/정상(영업중)
더 그레이스,외국인관광도시민박업,"서울특별시 강남구 논현로158길 13, 102호 (신사동)",CDFI2262212026000023,2026-01-19,영업/정상(영업중)
차오름스테이,외국인관광도시민박업,"서울특별시 은평구 갈현로3길 35, 201호 (신사동)",CDFI2262212026000004,2026-01-19,영업/정상(영업중)
메종 칠렉스,외국인관광도시민박업,"서울특별시 강남구 언주로153길 14-2, B02호 (신사동)",CDFI2262212026000024,2026-01-19,영업/정상(영업중)
루미혜화하우스,외국인관광도시민박업,"서울특별시 종로구 동숭4다길 5-6, 201호 (동숭동)",CDFI2262212026000009,2026-01-19,영업/정상(영업중)
화이트노들,외국인관광도시민박업,"서울특별시 동작구 노량진로32길 20, 지층 B103호 (본동)",CDFI2262212024000024,2024-09-02,영업/정상(영업중)
엘림하우스,외국인관광도시민박업,"서울특별시 광진구 동일로24길 80-15, 2층 (화양동)",CDFI2262212026000001,2026-01-13,영업/정상(영업중)
스테이 오(STAY O),외국인관광도시민박업,"서울특별시 동대문구 제기로21길 76, 2층 (청량리동)",CDFI2262212023000002,2023-05-26,영업/정상(영업중)
에스더스테이,외국인관광도시민박업,"서울특별시 강서구 월정로 132, 2층 (화곡동)",CDFI2262212026000004,2026-01-12,영업/정상(영업중)
누하킴바이초이,외국인관광도시민박업,"서울특별시 종로구 자하문로7길 57, 201호 (누하동)",CDFI2262212026000008,2026-01-19,영업/정상(영업중)
서울 윈도우 스테이_창신점,외국인관광도시민박업,"서울특별시 종로구 동망산길 28, 스카이캐슬 6층 601호 (숭인동)",CDFI2262212026000007,2026-01-19,영업/정상(영업중)
세이프 스테이,외국인관광도시민박업,"서울특별시 서대문구 신촌로3가길 16, 902호 (창천동)",CDFI2262212026000003,2026-01-19,영업/정상(영업중)
센트럴 신림,외국인관광도시민박업,"서울특별시 관악구 남부순환로180길 39, 103호 (신림동)",CDFI2262212024000036,2024-05-08,영업/정상(영업중)
매그놀리아,외국인관광도시민박업,"서울특별시 강동구 상암로16길 47, B101호 (천호동)",CDFI2262212026000002,2026-01-19,영업/정상(영업중)
미리내Stay,외국인관광도시민박업,"서울특별시 강서구 양천로49길 56-3, 201호 (가양동)",CDFI2262212026000003,2026-01-12,영업/정상(영업중)
벨라리움,외국인관광도시민박업,"서울특별시 강남구 언주로153길 14-2, 102호 (신사동)",CDFI2262212026000025,2026-01-19,영업/정상(영업중)
스테이 언주,외국인관광도시민박업,"서울특별시 강남구 봉은사로24길 20, 101호 (역삼동)",CDFI2262212026000010,2026-01-12,영업/정상(영업중)
현하우스,외국인관광도시민박업,"서울특별시 관악구 인헌1길 37-18, 301호 (봉천동)",CDFI2262212026000005,2026-01-12,영업/정상(영업중)
